name,sha256,path
v007b_idle_fertilizer,b5e4a0eafc2e0a45ea42028e63914a6dd83a4f4180792ccab49b21a6a20bc195,./public_agents/gzmcr/baseline/history/v007b_idle_fertilizer/main.py
v007c_combined,0d7964e817e8a54d1c3d2e829bcb23db78fd87824b50d8087ddd793e6cae9459,./public_agents/gzmcr/baseline/history/v007c_combined/main.py
v008_hybrid_router,7d7723ff41ff36ea29bc994965de241666bc3ada88df2636c10f79c5b9d544ab,./public_agents/gzmcr/baseline/history/v008_hybrid_router/main.py
v009a_market_memory,ab03c6b66cf86071904370c35bd84933452d28b0185c8fe8694524934f372da2,./public_agents/gzmcr/baseline/history/v009a_market_memory/main.py
v009b_public_meta_counter,7b5bae68b0b8d0f59557ad417eaca2ecaad9984c94b5f3b42d2607acf20caee9,./public_agents/gzmcr/baseline/history/v009b_public_meta_counter/main.py
v010a_crop_mix,6b748b77feec7536df869c9b98bcca6f291290311aca6f96f01a15f000d15fdf,./public_agents/gzmcr/baseline/history/v010a_crop_mix/main.py
v010b_carrot_half,430acd123fcbeb2154e20ea5d5d376071f7cadd94dad722759a15e4c09a2cef0,./public_agents/gzmcr/baseline/history/v010b_carrot_half/main.py
v011a_water_guard,b9df4ba36ad03dba5be05df128041e969bbf1bdc5a7a6238f2dd312c5fc1e110,./public_agents/gzmcr/baseline/history/v011a_water_guard/main.py
v011b_harvest_storage,50317475eb08e6a2283cd22df994b8d4b6b5e31eb1f2fb3e0a6179821f47aa09,./public_agents/gzmcr/baseline/history/v011b_harvest_storage/main.py
v011c_priority_scheduler,3c9c16ceee338dbf0e3a9c5ed1f2ebe003c84a3f4273d59ea96397255d87ef7e,./public_agents/gzmcr/baseline/history/v011c_priority_scheduler/main.py
v012_top5_replaced_v18,c6607a96d7e1560cb83043aaeafbfc1688af5ee4f00b10b99d7d203593e09a2b,./public_agents/gzmcr/baseline/history/v012_top5_replaced_v18/main.py
v016_market_value_selector,847d125c686d73c2c80add33546e5633211d619579b360e21ed363e936b96fbf,./public_agents/gzmcr/baseline/history/v016_market_value_selector/main.py
v017_market_rollout,e4c2a53871ba34600363741517765f3ddb91131c3cc6024ad7508db3a06cd440,./public_agents/gzmcr/baseline/history/v017_market_rollout/main.py
v018_market_wave,bd2135f8feca7974a99dfdfb022347dfc5b44ff5afbe585d4a03082421058e4f,./public_agents/gzmcr/baseline/history/v018_market_wave/main.py
v27_order_only,bf768a5ffad82c8809654364aacb47274c31f9649a0cc2eb539b3afe2b6b80cc,./public_agents/gzmcr/baseline/history/v031_route_market_combo/v27_order_only/main.py
v019a,359d2528f5310fcccd20da68c00bcb8bef30fa0342c66b991930ba655c411d7a,./public_agents/gzmcr/submissions/v019a/main.py
v019b,71b9e062e658559f282acae368e203fe7cf298a5e0bae22fd9013a24c32058e3,./public_agents/gzmcr/submissions/v019b/main.py
hbharath,489f5d197527f107027626cce79d850fd2ca90edd43d94384b849b6511e27bdb,./public_agents/hbharath/main.py
ian_turner,aff7ae3fb4e522f6a23c313e8e03797d36ab394786dbdfd21d1bffda6cdf2a56,./public_agents/ian_turner/main.py
lonespear,eb5b5f59a8ec2d40b77cc99d4ffe3b932136fdcf9f6b6e168726b7f07ab47cb0,./public_agents/lonespear/main.py
sub-009-moev2,bfa51c47e4fff43a2efaf6e72293faca5c932ab583a50b16bda7106d757417e8,./public_agents/qeinstein/dist/sub-009-moev2/main.py
seyamalam,0cd14b653102d276c4f902fa3b8c6bd81d869b8ab64c422cb881b9d2346ec639,./public_agents/seyamalam/main.py
straf10,13201e92d0b69bf3b431d5487e4d6c0b899de973ba25c9b9479b6f5e90cd98ad,./public_agents/straf10/main.py
