stage,seed,seat_a,a,b,reward_a,reward_b,status_a,status_b,outcome_a,error
screen,41000,1,v21_1_x_stable12,reacting_evgen_v226_public_refresh,87091.0,141498.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_stable12,reacting_evgen_v226_public_refresh,83501.0,125341.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_stable12,reacting_evgen_v226_public_refresh,71289.0,124608.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_stable12,reacting_market_smart_public_refresh,87043.0,141474.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_stable12,reacting_market_smart_public_refresh,87043.0,141474.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_stable12,reacting_market_smart_public_refresh,83477.0,125290.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_stable12,reacting_market_smart_public_refresh,71252.0,124577.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_stable12,sub-009-moev2,49166.0,157187.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_stable12,sub-009-moev2,49166.0,157187.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_stable12,sub-009-moev2,32975.0,129104.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_stable12,sub-009-moev2,32996.0,129091.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v022c,prvsiyan_frontier,62400.0,101578.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v022c,prvsiyan_frontier,62400.0,101578.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v022c,prvsiyan_frontier,59896.0,124935.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v022c,prvsiyan_frontier,54834.0,123973.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v022c,reacting_aurax7_v2_public_refresh,62096.0,101808.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v022c,reacting_aurax7_v2_public_refresh,62096.0,101808.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v022c,reacting_aurax7_v2_public_refresh,60041.0,125423.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v022c,reacting_aurax7_v2_public_refresh,54943.0,124523.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v022c,reacting_evgen_v226_public_refresh,62210.0,101893.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v022c,reacting_evgen_v226_public_refresh,62210.0,101893.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v022c,reacting_evgen_v226_public_refresh,60047.0,125485.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v022c,reacting_evgen_v226_public_refresh,54950.0,124579.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v022c,reacting_market_smart_public_refresh,62096.0,101815.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v022c,reacting_market_smart_public_refresh,62096.0,101815.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v022c,reacting_market_smart_public_refresh,60041.0,125430.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v022c,reacting_market_smart_public_refresh,54943.0,124530.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v022c,sub-009-moev2,69225.0,108390.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v022c,sub-009-moev2,69225.0,108390.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v022c,sub-009-moev2,96499.0,143410.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v022c,sub-009-moev2,110333.0,145690.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v13_r3,prvsiyan_frontier,84380.0,112558.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v13_r3,prvsiyan_frontier,84380.0,112558.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v13_r3,prvsiyan_frontier,113834.0,143052.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v13_r3,prvsiyan_frontier,113834.0,143052.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v13_r3,reacting_aurax7_v2_public_refresh,84451.0,112933.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v13_r3,reacting_aurax7_v2_public_refresh,84451.0,112933.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v13_r3,reacting_aurax7_v2_public_refresh,113846.0,143528.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v13_r3,reacting_aurax7_v2_public_refresh,113846.0,143528.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v13_r3,reacting_evgen_v226_public_refresh,84493.0,112950.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v13_r3,reacting_evgen_v226_public_refresh,84493.0,112950.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v13_r3,reacting_evgen_v226_public_refresh,113921.0,143541.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v13_r3,reacting_evgen_v226_public_refresh,113921.0,143541.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v13_r3,reacting_market_smart_public_refresh,84450.0,112958.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v13_r3,reacting_market_smart_public_refresh,84450.0,112958.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v13_r3,reacting_market_smart_public_refresh,113845.0,143553.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v13_r3,reacting_market_smart_public_refresh,113845.0,143553.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v13_r3,sub-009-moev2,76300.0,106126.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v13_r3,sub-009-moev2,76300.0,106126.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v13_r3,sub-009-moev2,81454.0,111237.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v13_r3,sub-009-moev2,81454.0,111237.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v22,prvsiyan_frontier,74156.0,102654.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v22,prvsiyan_frontier,74156.0,102654.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v22,prvsiyan_frontier,88898.0,111773.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v22,prvsiyan_frontier,88898.0,111773.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v22,reacting_aurax7_v2_public_refresh,74479.0,102780.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v22,reacting_aurax7_v2_public_refresh,74479.0,102780.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v22,reacting_aurax7_v2_public_refresh,88919.0,112210.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v22,reacting_aurax7_v2_public_refresh,88919.0,112210.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v22,reacting_evgen_v226_public_refresh,74569.0,103053.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v22,reacting_evgen_v226_public_refresh,74569.0,103053.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v22,reacting_evgen_v226_public_refresh,88939.0,112272.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v22,reacting_evgen_v226_public_refresh,88939.0,112272.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v22,reacting_market_smart_public_refresh,74479.0,102787.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v22,reacting_market_smart_public_refresh,74479.0,102787.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v22,reacting_market_smart_public_refresh,88919.0,112217.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v22,reacting_market_smart_public_refresh,88919.0,112217.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v22,sub-009-moev2,72455.0,97598.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v22,sub-009-moev2,72455.0,97598.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v22,sub-009-moev2,88434.0,108202.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v22,sub-009-moev2,88434.0,108202.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v27,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v27,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v27,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v27,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v27,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v27,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v27,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v27,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v27,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v27,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v27,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v27,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v27,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v27,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v27,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v27,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41000,0,v21_1_x_v27,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41000,1,v21_1_x_v27,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41001,0,v21_1_x_v27,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41001,1,v21_1_x_v27,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41000,0,v27_x_adaptive_v14,prvsiyan_frontier,97258.0,126987.0,DONE,DONE,0.0,
screen,41000,1,v27_x_adaptive_v14,prvsiyan_frontier,97258.0,126987.0,DONE,DONE,0.0,
screen,41001,0,v27_x_adaptive_v14,prvsiyan_frontier,82891.0,114575.0,DONE,DONE,0.0,
screen,41001,1,v27_x_adaptive_v14,prvsiyan_frontier,82891.0,114575.0,DONE,DONE,0.0,
screen,41000,0,v27_x_adaptive_v14,reacting_aurax7_v2_public_refresh,97296.0,127563.0,DONE,DONE,0.0,
screen,41000,1,v27_x_adaptive_v14,reacting_aurax7_v2_public_refresh,97296.0,127563.0,DONE,DONE,0.0,
screen,41001,0,v27_x_adaptive_v14,reacting_aurax7_v2_public_refresh,82817.0,114840.0,DONE,DONE,0.0,
screen,41001,1,v27_x_adaptive_v14,reacting_aurax7_v2_public_refresh,82817.0,114840.0,DONE,DONE,0.0,
screen,41000,0,v27_x_adaptive_v14,reacting_evgen_v226_public_refresh,97317.0,127625.0,DONE,DONE,0.0,
screen,41000,1,v27_x_adaptive_v14,reacting_evgen_v226_public_refresh,97317.0,127625.0,DONE,DONE,0.0,
screen,41001,0,v27_x_adaptive_v14,reacting_evgen_v226_public_refresh,82842.0,114904.0,DONE,DONE,0.0,
screen,41001,1,v27_x_adaptive_v14,reacting_evgen_v226_public_refresh,82842.0,114904.0,DONE,DONE,0.0,
screen,41000,0,v27_x_adaptive_v14,reacting_market_smart_public_refresh,97296.0,127570.0,DONE,DONE,0.0,
screen,41000,1,v27_x_adaptive_v14,reacting_market_smart_public_refresh,97296.0,127570.0,DONE,DONE,0.0,
screen,41001,0,v27_x_adaptive_v14,reacting_market_smart_public_refresh,82817.0,114847.0,DONE,DONE,0.0,
screen,41001,1,v27_x_adaptive_v14,reacting_market_smart_public_refresh,82817.0,114847.0,DONE,DONE,0.0,
screen,41000,0,v27_x_adaptive_v14,sub-009-moev2,94304.0,150406.0,DONE,DONE,0.0,
screen,41000,1,v27_x_adaptive_v14,sub-009-moev2,94304.0,150406.0,DONE,DONE,0.0,
screen,41001,0,v27_x_adaptive_v14,sub-009-moev2,78794.0,138658.0,DONE,DONE,0.0,
screen,41001,1,v27_x_adaptive_v14,sub-009-moev2,78794.0,138658.0,DONE,DONE,0.0,
screen,41000,0,v27_x_stable12,prvsiyan_frontier,87031.0,140516.0,DONE,DONE,0.0,
screen,41000,1,v27_x_stable12,prvsiyan_frontier,87031.0,140516.0,DONE,DONE,0.0,
screen,41001,0,v27_x_stable12,prvsiyan_frontier,83498.0,124704.0,DONE,DONE,0.0,
screen,41001,1,v27_x_stable12,prvsiyan_frontier,71308.0,123933.0,DONE,DONE,0.0,
screen,41000,0,v27_x_stable12,reacting_aurax7_v2_public_refresh,87043.0,141473.0,DONE,DONE,0.0,
screen,41000,1,v27_x_stable12,reacting_aurax7_v2_public_refresh,87043.0,141473.0,DONE,DONE,0.0,
screen,41001,0,v27_x_stable12,reacting_aurax7_v2_public_refresh,83479.0,125288.0,DONE,DONE,0.0,
screen,41001,1,v27_x_stable12,reacting_aurax7_v2_public_refresh,71252.0,124575.0,DONE,DONE,0.0,
screen,41000,0,v27_x_stable12,reacting_evgen_v226_public_refresh,87091.0,141504.0,DONE,DONE,0.0,
screen,41000,1,v27_x_stable12,reacting_evgen_v226_public_refresh,87091.0,141504.0,DONE,DONE,0.0,
screen,41001,0,v27_x_stable12,reacting_evgen_v226_public_refresh,83503.0,125346.0,DONE,DONE,0.0,
screen,41001,1,v27_x_stable12,reacting_evgen_v226_public_refresh,71289.0,124613.0,DONE,DONE,0.0,
screen,41000,0,v27_x_stable12,reacting_market_smart_public_refresh,87043.0,141480.0,DONE,DONE,0.0,
screen,41000,1,v27_x_stable12,reacting_market_smart_public_refresh,87043.0,141480.0,DONE,DONE,0.0,
screen,41001,0,v27_x_stable12,reacting_market_smart_public_refresh,83479.0,125295.0,DONE,DONE,0.0,
screen,41001,1,v27_x_stable12,reacting_market_smart_public_refresh,71252.0,124582.0,DONE,DONE,0.0,
screen,41000,0,v27_x_stable12,sub-009-moev2,49170.0,157184.0,DONE,DONE,0.0,
screen,41000,1,v27_x_stable12,sub-009-moev2,49170.0,157184.0,DONE,DONE,0.0,
screen,41001,0,v27_x_stable12,sub-009-moev2,32971.0,129108.0,DONE,DONE,0.0,
screen,41001,1,v27_x_stable12,sub-009-moev2,32992.0,129095.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v022c,prvsiyan_frontier,73095.0,114808.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v022c,prvsiyan_frontier,73095.0,114808.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v022c,prvsiyan_frontier,67038.0,116108.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v022c,prvsiyan_frontier,74348.0,124230.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v022c,reacting_aurax7_v2_public_refresh,73211.0,115540.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v022c,reacting_aurax7_v2_public_refresh,73211.0,115540.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v022c,reacting_aurax7_v2_public_refresh,67062.0,116385.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v022c,reacting_aurax7_v2_public_refresh,74481.0,125326.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v022c,reacting_evgen_v226_public_refresh,73256.0,115570.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v022c,reacting_evgen_v226_public_refresh,73256.0,115570.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v022c,reacting_evgen_v226_public_refresh,67111.0,116413.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v022c,reacting_evgen_v226_public_refresh,74529.0,125369.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v022c,reacting_market_smart_public_refresh,73211.0,115547.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v022c,reacting_market_smart_public_refresh,73211.0,115547.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v022c,reacting_market_smart_public_refresh,67062.0,116392.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v022c,reacting_market_smart_public_refresh,74481.0,125333.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v022c,sub-009-moev2,5401.0,129011.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v022c,sub-009-moev2,5401.0,129011.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v022c,sub-009-moev2,5260.0,123315.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v022c,sub-009-moev2,5260.0,123315.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v13_r3,prvsiyan_frontier,84337.0,112541.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v13_r3,prvsiyan_frontier,84337.0,112541.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v13_r3,prvsiyan_frontier,113870.0,142982.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v13_r3,prvsiyan_frontier,113870.0,142982.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v13_r3,reacting_aurax7_v2_public_refresh,84471.0,112858.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v13_r3,reacting_aurax7_v2_public_refresh,84471.0,112858.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v13_r3,reacting_aurax7_v2_public_refresh,113920.0,143425.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v13_r3,reacting_aurax7_v2_public_refresh,113920.0,143425.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v13_r3,reacting_evgen_v226_public_refresh,84508.0,112875.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v13_r3,reacting_evgen_v226_public_refresh,84508.0,112875.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v13_r3,reacting_evgen_v226_public_refresh,113990.0,143438.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v13_r3,reacting_evgen_v226_public_refresh,113990.0,143438.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v13_r3,reacting_market_smart_public_refresh,84471.0,112888.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v13_r3,reacting_market_smart_public_refresh,84471.0,112888.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v13_r3,reacting_market_smart_public_refresh,113920.0,143455.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v13_r3,reacting_market_smart_public_refresh,113920.0,143455.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v13_r3,sub-009-moev2,76278.0,106067.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v13_r3,sub-009-moev2,76278.0,106067.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v13_r3,sub-009-moev2,81371.0,111233.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v13_r3,sub-009-moev2,81371.0,111233.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v22,prvsiyan_frontier,74444.0,102408.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v22,prvsiyan_frontier,74444.0,102408.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v22,prvsiyan_frontier,88907.0,111762.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v22,prvsiyan_frontier,88907.0,111762.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v22,reacting_aurax7_v2_public_refresh,74500.0,102756.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v22,reacting_aurax7_v2_public_refresh,74500.0,102756.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v22,reacting_aurax7_v2_public_refresh,88983.0,112147.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v22,reacting_aurax7_v2_public_refresh,88983.0,112147.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v22,reacting_evgen_v226_public_refresh,74590.0,103029.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v22,reacting_evgen_v226_public_refresh,74590.0,103029.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v22,reacting_evgen_v226_public_refresh,89003.0,112209.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v22,reacting_evgen_v226_public_refresh,89003.0,112209.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v22,reacting_market_smart_public_refresh,74500.0,102763.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v22,reacting_market_smart_public_refresh,74500.0,102763.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v22,reacting_market_smart_public_refresh,88983.0,112154.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v22,reacting_market_smart_public_refresh,88983.0,112154.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v22,sub-009-moev2,72607.0,97467.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v22,sub-009-moev2,72607.0,97467.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v22,sub-009-moev2,88427.0,108204.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v22,sub-009-moev2,88427.0,108204.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v27,prvsiyan_frontier,89064.0,124752.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v27,prvsiyan_frontier,89064.0,124752.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v27,prvsiyan_frontier,110348.0,148909.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v27,prvsiyan_frontier,110348.0,148909.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v27,reacting_aurax7_v2_public_refresh,92873.0,126387.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v27,reacting_aurax7_v2_public_refresh,92873.0,126387.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v27,reacting_aurax7_v2_public_refresh,111229.0,145722.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v27,reacting_aurax7_v2_public_refresh,111229.0,145722.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v27,reacting_evgen_v226_public_refresh,92895.0,126426.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v27,reacting_evgen_v226_public_refresh,92895.0,126426.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v27,reacting_evgen_v226_public_refresh,111253.0,145768.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v27,reacting_evgen_v226_public_refresh,111253.0,145768.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v27,reacting_market_smart_public_refresh,92873.0,126412.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v27,reacting_market_smart_public_refresh,92873.0,126412.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v27,reacting_market_smart_public_refresh,111229.0,145747.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v27,reacting_market_smart_public_refresh,111229.0,145747.0,DONE,DONE,0.0,
screen,41000,0,v27_x_v27,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41000,1,v27_x_v27,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41001,0,v27_x_v27,sub-009-moev2,113159.0,152993.0,DONE,DONE,0.0,
screen,41001,1,v27_x_v27,sub-009-moev2,113159.0,152993.0,DONE,DONE,0.0,
screen,41000,0,fitted_fast,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41000,1,fitted_fast,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41001,0,fitted_fast,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41001,1,fitted_fast,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41000,0,fitted_fast,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41000,1,fitted_fast,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41001,0,fitted_fast,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41001,1,fitted_fast,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41000,0,fitted_fast,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41000,1,fitted_fast,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41001,0,fitted_fast,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41001,1,fitted_fast,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41000,0,fitted_fast,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41000,1,fitted_fast,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41001,0,fitted_fast,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41001,1,fitted_fast,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41000,0,fitted_fast,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41000,1,fitted_fast,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41001,0,fitted_fast,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41001,1,fitted_fast,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41000,0,rl010a_delay_only,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41000,1,rl010a_delay_only,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41001,0,rl010a_delay_only,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41001,1,rl010a_delay_only,prvsiyan_frontier,110363.0,148898.0,DONE,DONE,0.0,
screen,41000,0,rl010a_delay_only,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41000,1,rl010a_delay_only,reacting_aurax7_v2_public_refresh,92887.0,126379.0,DONE,DONE,0.0,
screen,41001,0,rl010a_delay_only,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41001,1,rl010a_delay_only,reacting_aurax7_v2_public_refresh,111244.0,145711.0,DONE,DONE,0.0,
screen,41000,0,rl010a_delay_only,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41000,1,rl010a_delay_only,reacting_evgen_v226_public_refresh,92909.0,126418.0,DONE,DONE,0.0,
screen,41001,0,rl010a_delay_only,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41001,1,rl010a_delay_only,reacting_evgen_v226_public_refresh,111268.0,145757.0,DONE,DONE,0.0,
screen,41000,0,rl010a_delay_only,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41000,1,rl010a_delay_only,reacting_market_smart_public_refresh,92887.0,126404.0,DONE,DONE,0.0,
screen,41001,0,rl010a_delay_only,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41001,1,rl010a_delay_only,reacting_market_smart_public_refresh,111244.0,145736.0,DONE,DONE,0.0,
screen,41000,0,rl010a_delay_only,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41000,1,rl010a_delay_only,sub-009-moev2,83595.0,115198.0,DONE,DONE,0.0,
screen,41001,0,rl010a_delay_only,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41001,1,rl010a_delay_only,sub-009-moev2,113166.0,152987.0,DONE,DONE,0.0,
screen,41000,0,rl010b_bidirectional_no_opp,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
screen,41000,1,rl010b_bidirectional_no_opp,prvsiyan_frontier,89073.0,124742.0,DONE,DONE,0.0,
